timestamp,LINK Close
2020-08-20 00:00:00,16.23130000
2020-08-20 00:01:00,16.26730000
2020-08-20 00:02:00,16.27280000
2020-08-20 00:03:00,16.30980000
2020-08-20 00:04:00,16.31820000
2020-08-20 00:05:00,16.36310000
2020-08-20 00:06:00,16.36600000
2020-08-20 00:07:00,16.37150000
2020-08-20 00:08:00,16.36330000
2020-08-20 00:09:00,16.39850000
2020-08-20 00:10:00,16.42580000
2020-08-20 00:11:00,16.46430000
2020-08-20 00:12:00,16.57360000
2020-08-20 00:13:00,16.51980000
2020-08-20 00:14:00,16.53860000
2020-08-20 00:15:00,16.44510000
2020-08-20 00:16:00,16.49860000
2020-08-20 00:17:00,16.49000000
2020-08-20 00:18:00,16.43180000
2020-08-20 00:19:00,16.42240000
2020-08-20 00:20:00,16.49710000
2020-08-20 00:21:00,16.50600000
2020-08-20 00:22:00,16.50000000
2020-08-20 00:23:00,16.56070000
2020-08-20 00:24:00,16.54020000
2020-08-20 00:25:00,16.58890000
2020-08-20 00:26:00,16.59470000
2020-08-20 00:27:00,16.62510000
2020-08-20 00:28:00,16.70820000
2020-08-20 00:29:00,16.65050000
2020-08-20 00:30:00,16.61300000
2020-08-20 00:31:00,16.63760000
2020-08-20 00:32:00,16.60230000
2020-08-20 00:33:00,16.62100000
2020-08-20 00:34:00,16.60330000
2020-08-20 00:35:00,16.57500000
2020-08-20 00:36:00,16.56160000
2020-08-20 00:37:00,16.59230000
2020-08-20 00:38:00,16.57710000
2020-08-20 00:39:00,16.61400000
2020-08-20 00:40:00,16.54410000
2020-08-20 00:41:00,16.56940000
2020-08-20 00:42:00,16.56710000
2020-08-20 00:43:00,16.55830000
2020-08-20 00:44:00,16.58690000
2020-08-20 00:45:00,16.60940000
2020-08-20 00:46:00,16.60720000
2020-08-20 00:47:00,16.57360000
2020-08-20 00:48:00,16.53060000
2020-08-20 00:49:00,16.51530000
2020-08-20 00:50:00,16.53410000
2020-08-20 00:51:00,16.50770000
2020-08-20 00:52:00,16.51250000
2020-08-20 00:53:00,16.53730000
2020-08-20 00:54:00,16.51040000
2020-08-20 00:55:00,16.51920000
2020-08-20 00:56:00,16.51730000
2020-08-20 00:57:00,16.47630000
2020-08-20 00:58:00,16.50050000
2020-08-20 00:59:00,16.50460000
2020-08-20 01:00:00,16.51290000
2020-08-20 01:01:00,16.58430000
2020-08-20 01:02:00,16.59820000
2020-08-20 01:03:00,16.57600000
2020-08-20 01:04:00,16.59420000
2020-08-20 01:05:00,16.54950000
2020-08-20 01:06:00,16.53580000
2020-08-20 01:07:00,16.51210000
2020-08-20 01:08:00,16.50920000
2020-08-20 01:09:00,16.47040000
2020-08-20 01:10:00,16.49960000
2020-08-20 01:11:00,16.45250000
2020-08-20 01:12:00,16.45120000
2020-08-20 01:13:00,16.45330000
2020-08-20 01:14:00,16.45850000
2020-08-20 01:15:00,16.44630000
2020-08-20 01:16:00,16.46140000
2020-08-20 01:17:00,16.50240000
2020-08-20 01:18:00,16.50060000
2020-08-20 01:19:00,16.45450000
2020-08-20 01:20:00,16.38940000
2020-08-20 01:21:00,16.39290000
2020-08-20 01:22:00,16.41190000
2020-08-20 01:23:00,16.42400000
2020-08-20 01:24:00,16.37170000
2020-08-20 01:25:00,16.38630000
2020-08-20 01:26:00,16.43550000
2020-08-20 01:27:00,16.41790000
2020-08-20 01:28:00,16.41490000
2020-08-20 01:29:00,16.39700000
2020-08-20 01:30:00,16.41800000
2020-08-20 01:31:00,16.43510000
2020-08-20 01:32:00,16.41660000
2020-08-20 01:33:00,16.42060000
2020-08-20 01:34:00,16.40960000
2020-08-20 01:35:00,16.42130000
2020-08-20 01:36:00,16.37750000
2020-08-20 01:37:00,16.36940000
2020-08-20 01:38:00,16.40320000
2020-08-20 01:39:00,16.38180000
2020-08-20 01:40:00,16.39950000
2020-08-20 01:41:00,16.38200000
2020-08-20 01:42:00,16.42620000
2020-08-20 01:43:00,16.45650000
2020-08-20 01:44:00,16.44930000
2020-08-20 01:45:00,16.47700000
2020-08-20 01:46:00,16.47660000
2020-08-20 01:47:00,16.48450000
2020-08-20 01:48:00,16.43940000
2020-08-20 01:49:00,16.43690000
2020-08-20 01:50:00,16.41470000
2020-08-20 01:51:00,16.38820000
2020-08-20 01:52:00,16.39620000
2020-08-20 01:53:00,16.39130000
2020-08-20 01:54:00,16.38320000
2020-08-20 01:55:00,16.42080000
2020-08-20 01:56:00,16.39920000
2020-08-20 01:57:00,16.44050000
2020-08-20 01:58:00,16.43700000
2020-08-20 01:59:00,16.44790000
2020-08-20 02:00:00,16.44770000
2020-08-20 02:01:00,16.45160000
2020-08-20 02:02:00,16.47690000
2020-08-20 02:03:00,16.47750000
2020-08-20 02:04:00,16.48710000
2020-08-20 02:05:00,16.51150000
2020-08-20 02:06:00,16.52650000
2020-08-20 02:07:00,16.58630000
2020-08-20 02:08:00,16.56320000
2020-08-20 02:09:00,16.59780000
2020-08-20 02:10:00,16.55560000
2020-08-20 02:11:00,16.55550000
2020-08-20 02:12:00,16.60210000
2020-08-20 02:13:00,16.50870000
2020-08-20 02:14:00,16.55690000
2020-08-20 02:15:00,16.57800000
2020-08-20 02:16:00,16.58500000
2020-08-20 02:17:00,16.58900000
2020-08-20 02:18:00,16.59000000
2020-08-20 02:19:00,16.60010000
2020-08-20 02:20:00,16.62300000
2020-08-20 02:21:00,16.59420000
2020-08-20 02:22:00,16.54840000
2020-08-20 02:23:00,16.55680000
2020-08-20 02:24:00,16.55490000
2020-08-20 02:25:00,16.55050000
2020-08-20 02:26:00,16.56790000
2020-08-20 02:27:00,16.55490000
2020-08-20 02:28:00,16.50200000
2020-08-20 02:29:00,16.50000000
