,close,close,close,close
coin,EOSUSDT,ETHUSDT,LINKUSDT,LTCUSDT
timestamp,,,,
2020-08-20 15:53:00,3.4359,415.25,16.5783,63.36
2020-08-20 15:54:00,3.4355,415.17,16.5777,63.33
2020-08-20 15:55:00,3.4382,415.33,16.5539,63.35
2020-08-20 15:56:00,3.4374,415.3,16.5445,63.37
2020-08-20 15:57:00,3.4415,415.93,16.55,63.44
2020-08-20 15:58:00,3.4398,415.85,16.5433,63.55
2020-08-20 15:59:00,3.4367,415.37,16.5233,63.53
2020-08-20 16:00:00,3.4445,416.75,16.5645,63.6
2020-08-20 16:01:00,3.4439,417.6,16.5436,63.4
2020-08-20 16:02:00,3.4397,416.98,16.5221,63.27
2020-08-20 16:03:00,3.4365,416.49,16.4704,63.23
2020-08-20 16:04:00,3.4304,415.69,16.43,63.11
2020-08-20 16:05:00,3.4293,414.7,16.4048,63.06
2020-08-20 16:06:00,3.4313,415.17,16.3861,63.2
2020-08-20 16:07:00,3.426,414.54,16.4039,63.11
2020-08-20 16:08:00,3.4225,414.57,16.2797,63.07
2020-08-20 16:09:00,3.427,414.77,16.2996,63.07
2020-08-20 16:10:00,3.4232,414.34,16.2877,63.08
2020-08-20 16:11:00,3.4235,414.2,16.2839,63.13
2020-08-20 16:12:00,3.4273,414.57,16.2733,63.18
2020-08-20 16:13:00,3.4327,415.64,16.2898,63.28
2020-08-20 16:14:00,3.4333,415.76,16.3707,63.3
2020-08-20 16:15:00,3.4338,416.3,16.3824,63.3
2020-08-20 16:16:00,3.4331,416.33,16.3928,63.29
2020-08-20 16:17:00,3.4342,416.44,16.3249,63.22
2020-08-20 16:18:00,3.4285,415.9,16.3,63.14
2020-08-20 16:19:00,3.427,415.53,16.2887,63.1
2020-08-20 16:20:00,3.4236,415.41,16.2668,63.08
2020-08-20 16:21:00,3.4234,415.41,16.2674,63.09
2020-08-20 16:22:00,3.4249,416.06,16.3,63.11
2020-08-20 16:23:00,3.4255,416.0,16.2484,63.15
2020-08-20 16:24:00,3.4232,416.01,16.2153,63.17
2020-08-20 16:25:00,3.4263,416.44,16.1846,63.16
2020-08-20 16:26:00,3.4263,416.59,16.1866,63.22
2020-08-20 16:27:00,3.4252,416.8,16.231,63.21
2020-08-20 16:28:00,3.4262,416.86,16.256,63.32
2020-08-20 16:29:00,3.4256,416.82,16.1653,63.37
2020-08-20 16:30:00,3.423,416.99,16.2068,63.35
2020-08-20 16:31:00,3.4186,416.73,16.2456,63.32
2020-08-20 16:32:00,3.4195,416.48,16.2392,63.28
2020-08-20 16:33:00,3.4204,416.53,16.2491,63.27
2020-08-20 16:34:00,3.4184,416.34,16.1874,63.19
2020-08-20 16:35:00,3.4143,415.94,16.1911,63.16
2020-08-20 16:36:00,3.4079,415.82,16.1134,63.05
2020-08-20 16:37:00,3.4092,416.07,16.1362,63.07
2020-08-20 16:38:00,3.41,416.38,16.1937,63.09
2020-08-20 16:39:00,3.4201,417.31,16.2102,63.28
2020-08-20 16:40:00,3.4224,417.26,16.1763,63.3
2020-08-20 16:41:00,3.4265,417.4,16.2073,63.36
2020-08-20 16:42:00,3.4246,417.12,16.2031,63.34
2020-08-20 16:43:00,3.4176,416.5,16.1319,63.25
2020-08-20 16:44:00,3.4202,416.93,16.1401,63.3
2020-08-20 16:45:00,3.4183,417.24,16.1003,63.29
2020-08-20 16:46:00,3.4226,417.53,16.1217,63.36
2020-08-20 16:47:00,3.4189,417.32,16.0723,63.23
2020-08-20 16:48:00,3.4194,417.06,16.0732,63.2
2020-08-20 16:49:00,3.4153,416.64,16.0121,63.15
2020-08-20 16:50:00,3.4139,416.31,15.9386,63.16
2020-08-20 16:51:00,3.4137,416.0,16.0729,63.13
2020-08-20 16:52:00,3.4073,415.75,16.0648,63.08
2020-08-20 16:53:00,3.4142,416.49,16.0986,63.17
2020-08-20 16:54:00,3.4078,415.83,16.1195,63.1
2020-08-20 16:55:00,3.4111,416.02,16.1646,63.1
2020-08-20 16:56:00,3.4071,415.82,16.1493,63.03
2020-08-20 16:57:00,3.4094,415.88,16.141,63.04
2020-08-20 16:58:00,3.408,415.99,16.1327,63.01
2020-08-20 16:59:00,3.4043,415.91,16.1585,62.97
2020-08-20 17:00:00,3.4055,416.05,16.178,63.05
2020-08-20 17:01:00,3.4091,416.41,16.1748,63.06
2020-08-20 17:02:00,3.4185,417.07,16.1455,63.18
2020-08-20 17:03:00,3.4182,416.88,16.1343,63.17
2020-08-20 17:04:00,3.4199,416.89,16.1323,63.23
2020-08-20 17:05:00,3.4172,416.56,16.1387,63.13
2020-08-20 17:06:00,3.4133,416.61,16.1107,63.16
2020-08-20 17:07:00,3.4113,416.22,16.0935,63.13
2020-08-20 17:08:00,3.4041,416.06,16.0906,63.09
2020-08-20 17:09:00,3.4036,415.84,16.0944,63.09
2020-08-20 17:10:00,3.4053,416.1,16.1388,63.1
2020-08-20 17:11:00,3.4087,416.36,16.1913,63.13
2020-08-20 17:12:00,3.4067,415.97,16.1865,63.1
2020-08-20 17:13:00,3.4064,416.03,16.156,63.13
2020-08-20 17:14:00,3.4055,416.15,16.1503,63.14
2020-08-20 17:15:00,3.4034,416.04,16.1408,63.11
2020-08-20 17:16:00,3.4038,416.01,16.1148,63.14
2020-08-20 17:17:00,3.4067,415.84,16.0518,63.1
2020-08-20 17:18:00,3.4035,416.03,16.0859,63.09
2020-08-20 17:19:00,3.4027,415.5,16.0659,63.03
2020-08-20 17:20:00,3.4024,415.29,16.0801,63.03
2020-08-20 17:21:00,3.4003,414.81,16.0832,62.98
2020-08-20 17:22:00,3.4018,415.22,16.0718,63.07
2020-08-20 17:23:00,3.4036,415.37,16.0878,63.05
2020-08-20 17:24:00,3.4083,415.94,16.1075,63.08
2020-08-20 17:25:00,3.4054,416.16,16.1093,63.06
2020-08-20 17:26:00,3.4086,416.11,16.1154,63.06
2020-08-20 17:27:00,3.4123,416.86,16.1391,63.16
2020-08-20 17:28:00,3.4072,416.39,16.1388,63.15
2020-08-20 17:29:00,3.4114,416.77,16.1557,63.17
2020-08-20 17:30:00,3.4093,417.04,16.0985,63.12
2020-08-20 17:31:00,3.4074,416.8,16.0881,63.11
2020-08-20 17:32:00,3.4033,416.53,16.0816,63.06
2020-08-20 17:33:00,3.4076,416.72,16.1279,63.06
2020-08-20 17:34:00,3.4003,415.99,16.0818,62.87
2020-08-20 17:35:00,3.3968,415.44,16.0535,62.74
2020-08-20 17:36:00,3.3946,415.18,16.0679,62.5
2020-08-20 17:37:00,3.3875,415.16,16.0628,62.5
2020-08-20 17:38:00,3.3894,415.16,16.0619,62.55
2020-08-20 17:39:00,3.3884,414.77,16.0665,62.55
2020-08-20 17:40:00,3.389,414.42,16.05,62.56
2020-08-20 17:41:00,3.3893,414.26,16.0366,62.53
2020-08-20 17:42:00,3.3902,414.47,16.0381,62.6
2020-08-20 17:43:00,3.3931,414.74,16.06,62.65
2020-08-20 17:44:00,3.3919,414.38,16.0471,62.54
2020-08-20 17:45:00,3.3917,414.17,16.0158,62.4
2020-08-20 17:46:00,3.3923,414.3,16.0051,62.4
2020-08-20 17:47:00,3.3906,414.18,15.9771,62.39
2020-08-20 17:48:00,3.3869,414.05,15.9689,62.27
2020-08-20 17:49:00,3.3855,414.06,16.0461,62.4
2020-08-20 17:50:00,3.3889,414.34,16.0447,62.46
2020-08-20 17:51:00,3.3882,414.1,16.0352,62.48
2020-08-20 17:52:00,3.3857,414.34,16.0018,62.48
2020-08-20 17:53:00,3.3873,414.26,15.9837,62.5
2020-08-20 17:54:00,3.3964,414.35,15.9804,62.54
2020-08-20 17:55:00,3.3971,414.6,15.9906,62.55
2020-08-20 17:56:00,3.3952,414.74,15.9868,62.59
2020-08-20 17:57:00,3.3903,414.37,15.9142,62.48
2020-08-20 17:58:00,3.3924,414.47,15.9917,62.5
2020-08-20 17:59:00,3.386,413.71,15.9545,62.35
2020-08-20 18:00:00,3.3856,413.84,15.9863,62.39
2020-08-20 18:01:00,3.3907,414.41,16.0487,62.47
2020-08-20 18:02:00,3.3922,415.0,16.019,62.6
2020-08-20 18:03:00,3.3964,415.04,16.0364,62.54
2020-08-20 18:04:00,3.3953,414.71,16.0436,62.47
2020-08-20 18:05:00,3.3933,414.54,16.0469,62.5
2020-08-20 18:06:00,3.3974,415.1,16.0743,62.52
2020-08-20 18:07:00,3.3955,414.74,16.0996,62.47
2020-08-20 18:08:00,3.3981,415.02,16.1451,62.63
2020-08-20 18:09:00,3.3963,414.76,16.1424,62.55
2020-08-20 18:10:00,3.3981,414.96,16.1297,62.59
2020-08-20 18:11:00,3.3956,414.7,16.1358,62.54
2020-08-20 18:12:00,3.3936,414.26,16.1376,62.5
2020-08-20 18:13:00,3.3921,414.16,16.1236,62.5
2020-08-20 18:14:00,3.388,413.77,16.1057,62.46
2020-08-20 18:15:00,3.393,414.07,16.1124,62.52
2020-08-20 18:16:00,3.3949,414.5,16.0675,62.57
2020-08-20 18:17:00,3.396,414.44,16.0866,62.6
2020-08-20 18:18:00,3.3967,414.72,16.1099,62.59
2020-08-20 18:19:00,3.3931,414.3,16.0903,62.54
2020-08-20 18:20:00,3.392,413.83,16.0888,62.47
2020-08-20 18:21:00,3.3948,414.1,16.0874,62.57
2020-08-20 18:22:00,3.3924,413.92,16.086,62.56
2020-08-20 18:23:00,3.3895,413.8,16.044,62.55
2020-08-20 18:24:00,3.3907,414.14,16.0335,62.56
2020-08-20 18:25:00,3.3897,413.99,16.0333,62.54
2020-08-20 18:26:00,3.3877,413.67,16.0344,62.54
2020-08-20 18:27:00,3.3878,413.63,16.0335,62.53
2020-08-20 18:28:00,3.3879,413.71,16.0492,62.54
2020-08-20 18:29:00,3.3887,414.09,16.045,62.57
2020-08-20 18:30:00,3.3882,414.52,16.0444,62.56
2020-08-20 18:31:00,3.3897,414.68,16.05,62.53
2020-08-20 18:32:00,3.3878,414.79,16.07,62.56
2020-08-20 18:33:00,3.3888,415.18,16.0578,62.56
2020-08-20 18:34:00,3.3877,414.87,16.0355,62.54
2020-08-20 18:35:00,3.3896,414.99,16.0217,62.51
2020-08-20 18:36:00,3.3916,415.15,16.0282,62.57
2020-08-20 18:37:00,3.3899,414.79,15.9633,62.52
2020-08-20 18:38:00,3.3878,414.86,15.9673,62.45
2020-08-20 18:39:00,3.3872,414.93,15.9399,62.48
2020-08-20 18:40:00,3.3866,414.7,15.9248,62.46
2020-08-20 18:41:00,3.3849,414.37,15.8501,62.43
2020-08-20 18:42:00,3.3868,414.28,15.9753,62.44
2020-08-20 18:43:00,3.3854,414.21,15.9651,62.4
2020-08-20 18:44:00,3.3889,414.55,15.9624,62.48
2020-08-20 18:45:00,3.3921,414.77,15.9214,62.58
2020-08-20 18:46:00,3.398,415.21,15.9664,62.7
2020-08-20 18:47:00,3.3988,415.28,15.97,62.73
2020-08-20 18:48:00,3.4057,416.26,15.9829,62.84
2020-08-20 18:49:00,3.4063,416.16,15.99,62.8
2020-08-20 18:50:00,3.4065,416.28,15.9305,62.78
2020-08-20 18:51:00,3.4053,416.12,15.9314,62.76
2020-08-20 18:52:00,3.4076,416.34,15.8902,62.77
2020-08-20 18:53:00,3.4059,416.47,15.87,62.76
2020-08-20 18:54:00,3.404,416.01,15.8015,62.7
2020-08-20 18:55:00,3.4014,416.0,15.8297,62.63
2020-08-20 18:56:00,3.4025,416.06,15.832,62.64
2020-08-20 18:57:00,3.4022,416.41,15.8491,62.62
2020-08-20 18:58:00,3.4015,416.4,15.8643,62.62
2020-08-20 18:59:00,3.4029,416.31,15.8703,62.6
2020-08-20 19:00:00,3.4011,416.22,15.9002,62.6
2020-08-20 19:01:00,3.3976,415.91,15.859,62.57
2020-08-20 19:02:00,3.399,416.1,15.9,62.59
2020-08-20 19:03:00,3.3989,416.12,15.9522,62.58
2020-08-20 19:04:00,3.4002,416.08,15.9487,62.61
2020-08-20 19:05:00,3.3987,415.99,15.9374,62.6
2020-08-20 19:06:00,3.4039,416.67,15.9531,62.72
2020-08-20 19:07:00,3.406,416.5,15.94,62.68
2020-08-20 19:08:00,3.4076,416.85,15.9232,62.71
2020-08-20 19:09:00,3.4094,417.08,15.9003,62.69
2020-08-20 19:10:00,3.409,416.86,15.9052,62.65
2020-08-20 19:11:00,3.405,416.76,15.9434,62.65
2020-08-20 19:12:00,3.4059,416.66,15.9625,62.63
2020-08-20 19:13:00,3.4072,416.76,15.9537,62.65
2020-08-20 19:14:00,3.4048,416.25,15.9052,62.6
2020-08-20 19:15:00,3.4036,415.84,15.8727,62.62
2020-08-20 19:16:00,3.4044,416.14,15.91,62.58
2020-08-20 19:17:00,3.4027,416.11,15.9084,62.58
2020-08-20 19:18:00,3.4018,416.03,15.9169,62.54
2020-08-20 19:19:00,3.4045,415.97,15.919,62.59
2020-08-20 19:20:00,3.4017,415.73,15.918,62.47
2020-08-20 19:21:00,3.4039,415.72,15.9105,62.54
2020-08-20 19:22:00,3.4021,415.65,15.8948,62.46
2020-08-20 19:23:00,3.4051,415.82,15.8949,62.54
2020-08-20 19:24:00,3.405,415.91,15.8939,62.49
2020-08-20 19:25:00,3.4032,415.79,15.9085,62.51
2020-08-20 19:26:00,3.4036,415.99,15.9126,62.54
2020-08-20 19:27:00,3.4021,415.89,15.9383,62.52
2020-08-20 19:28:00,3.4002,415.52,15.9287,62.46
2020-08-20 19:29:00,3.3968,414.85,15.9283,62.4
2020-08-20 19:30:00,3.3963,414.7,15.9405,62.36
2020-08-20 19:31:00,3.3994,414.9,15.9929,62.4
2020-08-20 19:32:00,3.3997,414.81,16.039,62.39
2020-08-20 19:33:00,3.3988,414.71,16.0061,62.37
2020-08-20 19:34:00,3.3972,414.71,15.9982,62.37
2020-08-20 19:35:00,3.4009,414.56,16.0312,62.36
2020-08-20 19:36:00,3.4009,414.56,16.0446,62.34
2020-08-20 19:37:00,3.3997,414.51,16.0337,62.37
2020-08-20 19:38:00,3.4021,414.56,16.0341,62.39
2020-08-20 19:39:00,3.4017,414.64,16.0527,62.4
2020-08-20 19:40:00,3.4038,415.07,16.0746,62.47
2020-08-20 19:41:00,3.4017,414.85,16.0312,62.44
2020-08-20 19:42:00,3.4027,414.93,16.0084,62.41
2020-08-20 19:43:00,3.4022,414.86,16.0151,62.41
2020-08-20 19:44:00,3.4038,415.0,16.0323,62.45
2020-08-20 19:45:00,3.4073,415.1,16.0356,62.52
2020-08-20 19:46:00,3.4114,415.5,15.9973,62.54
2020-08-20 19:47:00,3.4128,415.58,15.9606,62.55
2020-08-20 19:48:00,3.4111,415.45,15.9451,62.52
2020-08-20 19:49:00,3.4121,415.37,15.9399,62.52
2020-08-20 19:50:00,3.409,415.42,15.9367,62.54
2020-08-20 19:51:00,3.4085,415.4,15.9619,62.52
2020-08-20 19:52:00,3.4069,414.92,15.9527,62.51
2020-08-20 19:53:00,3.4052,414.67,15.9467,62.52
2020-08-20 19:54:00,3.4043,414.67,16.0,62.54
2020-08-20 19:55:00,3.4012,414.24,16.0022,62.49
2020-08-20 19:56:00,3.3991,414.11,15.9693,62.51
2020-08-20 19:57:00,3.4015,414.44,15.9748,62.51
2020-08-20 19:58:00,3.4015,414.43,15.9738,62.52
2020-08-20 19:59:00,3.4019,414.23,15.9782,62.54
2020-08-20 20:00:00,3.3993,414.27,15.9685,62.48
2020-08-20 20:01:00,3.4017,414.67,15.9781,62.55
2020-08-20 20:02:00,3.3998,414.61,15.9798,62.53
2020-08-20 20:03:00,3.3998,414.53,15.9762,62.55
2020-08-20 20:04:00,3.3994,414.58,15.9798,62.54
2020-08-20 20:05:00,3.4025,414.77,15.9696,62.59
2020-08-20 20:06:00,3.4029,414.91,15.96,62.58
2020-08-20 20:07:00,3.4051,415.66,15.9685,62.66
2020-08-20 20:08:00,3.4077,415.78,15.9733,62.66
2020-08-20 20:09:00,3.4083,415.82,15.9894,62.62
2020-08-20 20:10:00,3.4074,415.75,15.9879,62.58
2020-08-20 20:11:00,3.4073,415.74,15.9754,62.62
2020-08-20 20:12:00,3.4079,415.73,15.9694,62.6
2020-08-20 20:13:00,3.4091,415.95,15.984,62.67
2020-08-20 20:14:00,3.4127,416.23,15.9577,62.68
2020-08-20 20:15:00,3.413,416.23,15.9587,62.72
2020-08-20 20:16:00,3.4123,416.03,15.9452,62.67
2020-08-20 20:17:00,3.4101,416.04,15.8989,62.66
2020-08-20 20:18:00,3.41,415.89,15.8839,62.61
2020-08-20 20:19:00,3.4096,415.8,15.8853,62.62
2020-08-20 20:20:00,3.4083,415.52,15.8849,62.61
2020-08-20 20:21:00,3.4099,415.99,15.8739,62.64
2020-08-20 20:22:00,3.4117,416.06,15.847,62.7
2020-08-20 20:23:00,3.412,416.12,15.8498,62.76
2020-08-20 20:24:00,3.413,416.14,15.8728,62.77
2020-08-20 20:25:00,3.4157,416.23,15.8676,62.81
2020-08-20 20:26:00,3.4131,415.97,15.8536,62.79
2020-08-20 20:27:00,3.4136,415.97,15.8794,62.82
2020-08-20 20:28:00,3.4125,415.93,15.9318,62.78
2020-08-20 20:29:00,3.417,416.3,15.9425,62.98
2020-08-20 20:30:00,3.4162,416.06,15.9109,62.88
2020-08-20 20:31:00,3.4164,415.91,15.9096,62.86
2020-08-20 20:32:00,3.417,415.91,15.917,62.85
2020-08-20 20:33:00,3.4165,415.77,15.907,62.87
2020-08-20 20:34:00,3.4124,415.81,15.9146,62.8
2020-08-20 20:35:00,3.4131,415.98,15.923,62.8
2020-08-20 20:36:00,3.411,415.99,15.9194,62.79
2020-08-20 20:37:00,3.4101,415.64,15.902,62.74
2020-08-20 20:38:00,3.4119,416.09,15.903,62.78
2020-08-20 20:39:00,3.4139,416.72,15.8959,62.82
2020-08-20 20:40:00,3.4128,416.67,15.8865,62.82
2020-08-20 20:41:00,3.4152,416.92,15.8652,62.85
2020-08-20 20:42:00,3.4113,416.49,15.8344,62.78
2020-08-20 20:43:00,3.4108,416.58,15.8293,62.75
2020-08-20 20:44:00,3.4082,416.33,15.8161,62.7
2020-08-20 20:45:00,3.4081,416.43,15.8145,62.7
2020-08-20 20:46:00,3.403,416.11,15.818,62.66
2020-08-20 20:47:00,3.4021,415.57,15.809,62.61
2020-08-20 20:48:00,3.4007,415.28,15.7753,62.54
2020-08-20 20:49:00,3.3997,415.5,15.7634,62.58
2020-08-20 20:50:00,3.4033,415.77,15.793,62.64
2020-08-20 20:51:00,3.3999,415.6,15.8049,62.6
2020-08-20 20:52:00,3.4039,415.93,15.8034,62.65
2020-08-20 20:53:00,3.4046,415.9,15.8346,62.62
2020-08-20 20:54:00,3.4063,415.88,15.8352,62.62
2020-08-20 20:55:00,3.4044,415.74,15.8568,62.62
2020-08-20 20:56:00,3.4002,415.68,15.8429,62.59
2020-08-20 20:57:00,3.402,415.72,15.847,62.61
2020-08-20 20:58:00,3.4034,415.67,15.8565,62.59
2020-08-20 20:59:00,3.404,415.81,15.8623,62.6
2020-08-20 21:00:00,3.4002,416.02,15.8752,62.59
2020-08-20 21:01:00,3.4023,416.22,15.9614,62.64
2020-08-20 21:02:00,3.405,416.58,15.9731,62.7
2020-08-20 21:03:00,3.4076,416.81,15.9821,62.71
2020-08-20 21:04:00,3.4088,416.81,15.986,62.68
2020-08-20 21:05:00,3.42,417.85,15.9737,62.95
2020-08-20 21:06:00,3.4211,417.73,15.9738,62.95
2020-08-20 21:07:00,3.4183,417.8,15.9786,62.93
2020-08-20 21:08:00,3.4182,417.87,15.9402,62.9
2020-08-20 21:09:00,3.4221,418.06,15.9497,62.95
2020-08-20 21:10:00,3.4215,417.8,15.9454,62.93
2020-08-20 21:11:00,3.4242,417.79,15.9632,62.94
2020-08-20 21:12:00,3.4231,417.42,15.9611,62.9
2020-08-20 21:13:00,3.4249,417.76,15.97,62.93
2020-08-20 21:14:00,3.4252,417.62,15.9934,62.91
2020-08-20 21:15:00,3.4268,417.54,16.0222,62.94
2020-08-20 21:16:00,3.433,417.63,16.0296,63.06
2020-08-20 21:17:00,3.4336,418.46,16.04,63.05
2020-08-20 21:18:00,3.4333,418.18,16.039,63.07
2020-08-20 21:19:00,3.434,418.24,16.0773,63.07
2020-08-20 21:20:00,3.4354,418.47,16.0901,63.07
2020-08-20 21:21:00,3.4353,418.9,16.0814,63.06
2020-08-20 21:22:00,3.4331,418.2,16.1281,63.07
2020-08-20 21:23:00,3.4315,418.18,16.1293,63.07
2020-08-20 21:24:00,3.4291,418.08,16.1518,63.08
2020-08-20 21:25:00,3.429,418.0,16.0884,63.07
2020-08-20 21:26:00,3.429,417.99,16.0701,63.04
2020-08-20 21:27:00,3.4277,417.87,16.0911,63.05
2020-08-20 21:28:00,3.4284,417.65,16.118,63.0
2020-08-20 21:29:00,3.427,417.3,16.1075,63.04
2020-08-20 21:30:00,3.4312,417.46,16.1432,63.06
2020-08-20 21:31:00,3.434,417.74,16.1732,63.1
2020-08-20 21:32:00,3.4372,417.7,16.1479,63.07
2020-08-20 21:33:00,3.4376,417.29,16.1298,63.02
2020-08-20 21:34:00,3.4341,416.61,16.0832,62.91
2020-08-20 21:35:00,3.4291,416.77,16.0808,62.88
2020-08-20 21:36:00,3.4279,416.69,16.0951,62.78
2020-08-20 21:37:00,3.4253,416.58,16.105,62.75
2020-08-20 21:38:00,3.4244,416.53,16.1068,62.83
2020-08-20 21:39:00,3.424,416.39,16.1018,62.84
2020-08-20 21:40:00,3.4238,416.17,16.1165,62.79
2020-08-20 21:41:00,3.4245,416.27,16.1484,62.79
2020-08-20 21:42:00,3.4259,416.32,16.117,62.77
2020-08-20 21:43:00,3.4237,416.05,16.088,62.74
2020-08-20 21:44:00,3.4241,416.13,16.1014,62.75
2020-08-20 21:45:00,3.4278,416.47,16.0937,62.9
2020-08-20 21:46:00,3.4255,416.27,16.1213,62.84
2020-08-20 21:47:00,3.4259,416.57,16.1648,62.81
2020-08-20 21:48:00,3.4234,416.28,16.1702,62.74
2020-08-20 21:49:00,3.423,416.19,16.1231,62.63
2020-08-20 21:50:00,3.4191,416.06,16.1494,62.57
2020-08-20 21:51:00,3.4191,416.12,16.1477,62.68
2020-08-20 21:52:00,3.418,416.06,16.1435,62.61
2020-08-20 21:53:00,3.4209,416.7,16.1318,62.69
2020-08-20 21:54:00,3.4197,416.47,16.0789,62.54
2020-08-20 21:55:00,3.4145,415.83,16.0771,62.51
2020-08-20 21:56:00,3.414,415.78,16.1183,62.49
2020-08-20 21:57:00,3.4149,416.14,16.0988,62.57
2020-08-20 21:58:00,3.4143,415.88,16.1143,62.46
2020-08-20 21:59:00,3.419,416.1,16.1144,62.6
2020-08-20 22:00:00,3.4116,415.35,16.0883,62.4
2020-08-20 22:01:00,3.4163,416.0,16.0794,62.49
2020-08-20 22:02:00,3.418,416.16,16.0907,62.5
2020-08-20 22:03:00,3.4204,416.49,16.1129,62.55
2020-08-20 22:04:00,3.4201,416.41,16.1421,62.48
2020-08-20 22:05:00,3.42,416.17,16.142,62.48
2020-08-20 22:06:00,3.4245,416.6,16.1667,62.55
2020-08-20 22:07:00,3.4244,416.43,16.1016,62.49
2020-08-20 22:08:00,3.4239,416.45,16.0895,62.47
2020-08-20 22:09:00,3.421,416.14,16.0759,62.4
2020-08-20 22:10:00,3.4213,416.2,16.0526,62.52
2020-08-20 22:11:00,3.4214,416.08,16.0605,62.52
2020-08-20 22:12:00,3.4211,416.08,16.0353,62.52
2020-08-20 22:13:00,3.4211,416.24,16.0761,62.59
2020-08-20 22:14:00,3.4197,416.32,16.0702,62.56
2020-08-20 22:15:00,3.4198,416.03,16.0292,62.51
2020-08-20 22:16:00,3.417,415.91,16.0384,62.48
2020-08-20 22:17:00,3.416,415.76,16.0497,62.53
2020-08-20 22:18:00,3.4167,415.79,16.0356,62.5
2020-08-20 22:19:00,3.4156,415.63,16.0553,62.49
2020-08-20 22:20:00,3.4163,415.6,16.04,62.49
2020-08-20 22:21:00,3.4183,415.83,16.0574,62.48
2020-08-20 22:22:00,3.4225,416.49,16.0591,62.59
2020-08-20 22:23:00,3.4251,417.01,16.0933,62.59
2020-08-20 22:24:00,3.4274,417.07,16.0612,62.62
2020-08-20 22:25:00,3.4237,417.0,16.0506,62.59
2020-08-20 22:26:00,3.4243,416.63,16.0616,62.58
2020-08-20 22:27:00,3.4225,416.63,16.0412,62.59
2020-08-20 22:28:00,3.4224,416.75,16.05,62.61
2020-08-20 22:29:00,3.4231,416.63,16.0757,62.58
2020-08-20 22:30:00,3.4247,416.98,16.0967,62.69
2020-08-20 22:31:00,3.4201,416.01,16.08,62.51
2020-08-20 22:32:00,3.4187,415.96,16.0894,62.52
2020-08-20 22:33:00,3.4187,415.99,16.1264,62.53
2020-08-20 22:34:00,3.4195,415.73,16.1548,62.49
2020-08-20 22:35:00,3.4167,415.44,16.1524,62.47
2020-08-20 22:36:00,3.4142,415.4,16.138,62.43
2020-08-20 22:37:00,3.412,414.96,16.1153,62.42
2020-08-20 22:38:00,3.4081,414.56,16.0899,62.35
2020-08-20 22:39:00,3.4116,414.9,16.1079,62.39
2020-08-20 22:40:00,3.411,414.7,16.1069,62.36
2020-08-20 22:41:00,3.4117,414.64,16.1003,62.33
2020-08-20 22:42:00,3.4099,414.38,16.0629,62.31
2020-08-20 22:43:00,3.408,414.2,16.0738,62.33
2020-08-20 22:44:00,3.409,414.42,16.0782,62.28
2020-08-20 22:45:00,3.4117,414.86,16.1016,62.3
2020-08-20 22:46:00,3.4083,414.57,16.0977,62.27
2020-08-20 22:47:00,3.4096,414.74,16.0753,62.32
2020-08-20 22:48:00,3.4119,414.7,16.0586,62.37
2020-08-20 22:49:00,3.4102,414.17,16.0442,62.27
2020-08-20 22:50:00,3.4111,414.36,16.0161,62.3
2020-08-20 22:51:00,3.4101,414.54,16.0056,62.31
2020-08-20 22:52:00,3.4064,414.01,15.9353,62.24
2020-08-20 22:53:00,3.4064,414.26,15.958,62.29
2020-08-20 22:54:00,3.4065,414.43,15.9633,62.26
2020-08-20 22:55:00,3.4093,414.75,15.9269,62.29
2020-08-20 22:56:00,3.4069,414.22,15.9142,62.25
2020-08-20 22:57:00,3.408,414.2,15.9268,62.28
2020-08-20 22:58:00,3.4101,414.59,15.9859,62.39
2020-08-20 22:59:00,3.4105,414.4,15.9762,62.36
2020-08-20 23:00:00,3.4118,414.24,15.956,62.34
2020-08-20 23:01:00,3.4089,413.97,15.9495,62.27
2020-08-20 23:02:00,3.4082,414.02,15.9111,62.3
2020-08-20 23:03:00,3.4085,413.89,15.9028,62.28
2020-08-20 23:04:00,3.4109,414.31,15.9268,62.34
2020-08-20 23:05:00,3.4122,414.55,15.913,62.37
2020-08-20 23:06:00,3.42,415.15,15.9551,62.53
2020-08-20 23:07:00,3.4172,414.95,15.9345,62.47
2020-08-20 23:08:00,3.4177,415.06,15.9472,62.43
2020-08-20 23:09:00,3.4167,415.0,15.9445,62.44
2020-08-20 23:10:00,3.4175,414.94,15.9619,62.38
2020-08-20 23:11:00,3.4181,414.92,15.9933,62.41
2020-08-20 23:12:00,3.4157,414.7,15.9735,62.44
2020-08-20 23:13:00,3.4192,414.85,15.9891,62.47
2020-08-20 23:14:00,3.42,414.75,16.0185,62.5
2020-08-20 23:15:00,3.4211,414.79,16.0042,62.46
2020-08-20 23:16:00,3.4187,414.57,15.9817,62.4
2020-08-20 23:17:00,3.4184,414.56,15.9868,62.42
2020-08-20 23:18:00,3.4173,414.54,15.9823,62.37
2020-08-20 23:19:00,3.415,414.43,15.9941,62.36
2020-08-20 23:20:00,3.4151,414.37,15.9894,62.4
2020-08-20 23:21:00,3.4176,414.23,15.9839,62.39
2020-08-20 23:22:00,3.4186,414.63,15.9921,62.42
2020-08-20 23:23:00,3.4211,414.87,16.0721,62.52
2020-08-20 23:24:00,3.4242,415.29,16.0908,62.53
2020-08-20 23:25:00,3.428,415.37,16.1681,62.57
