,close,close,close,close
coin,EOSUSDT,ETHUSDT,LINKUSDT,LTCUSDT
timestamp,,,,
2020-08-20 00:37:00,3.4016,412.73,16.5923,62.94
2020-08-20 00:38:00,3.4027,413.15,16.5771,62.94
2020-08-20 00:39:00,3.4087,413.21,16.614,63.02
2020-08-20 00:40:00,3.4024,412.43,16.5441,62.91
2020-08-20 00:41:00,3.4037,412.52,16.5694,62.92
2020-08-20 00:42:00,3.4032,412.34,16.5671,62.93
2020-08-20 00:43:00,3.4082,412.49,16.5583,62.92
2020-08-20 00:44:00,3.4132,412.33,16.5869,62.95
2020-08-20 00:45:00,3.4207,412.61,16.6094,62.99
2020-08-20 00:46:00,3.4151,412.56,16.6072,63.05
2020-08-20 00:47:00,3.4145,412.75,16.5736,63.05
2020-08-20 00:48:00,3.4096,412.41,16.5306,62.98
2020-08-20 00:49:00,3.4155,412.42,16.5153,62.97
2020-08-20 00:50:00,3.4106,411.37,16.5341,62.91
2020-08-20 00:51:00,3.4036,411.52,16.5077,62.86
2020-08-20 00:52:00,3.4104,411.87,16.5125,62.92
2020-08-20 00:53:00,3.4081,411.35,16.5373,62.87
2020-08-20 00:54:00,3.4028,411.43,16.5104,62.87
2020-08-20 00:55:00,3.4051,411.72,16.5192,62.89
2020-08-20 00:56:00,3.4053,411.75,16.5173,62.86
2020-08-20 00:57:00,3.4035,411.26,16.4763,62.76
2020-08-20 00:58:00,3.4016,411.67,16.5005,62.67
2020-08-20 00:59:00,3.3975,411.79,16.5046,62.66
2020-08-20 01:00:00,3.3997,411.75,16.5129,62.69
2020-08-20 01:01:00,3.405,412.29,16.5843,62.72
2020-08-20 01:02:00,3.4008,412.25,16.5982,62.71
2020-08-20 01:03:00,3.4009,412.76,16.576,62.75
2020-08-20 01:04:00,3.4095,413.63,16.5942,62.86
2020-08-20 01:05:00,3.4079,413.3,16.5495,62.78
2020-08-20 01:06:00,3.4082,413.48,16.5358,62.83
2020-08-20 01:07:00,3.4073,413.32,16.5121,62.87
2020-08-20 01:08:00,3.4068,413.03,16.5092,62.84
2020-08-20 01:09:00,3.4063,413.05,16.4704,62.87
2020-08-20 01:10:00,3.4083,413.29,16.4996,62.87
2020-08-20 01:11:00,3.409,413.21,16.4525,62.85
2020-08-20 01:12:00,3.4066,412.91,16.4512,62.83
2020-08-20 01:13:00,3.4049,412.47,16.4533,62.82
2020-08-20 01:14:00,3.4062,412.72,16.4585,62.86
2020-08-20 01:15:00,3.4055,412.44,16.4463,62.84
2020-08-20 01:16:00,3.4064,412.01,16.4614,62.94
2020-08-20 01:17:00,3.4049,412.07,16.5024,62.94
2020-08-20 01:18:00,3.4037,411.9,16.5006,62.96
2020-08-20 01:19:00,3.4015,411.68,16.4545,63.02
2020-08-20 01:20:00,3.3969,411.71,16.3894,62.98
2020-08-20 01:21:00,3.3915,411.39,16.3929,62.89
2020-08-20 01:22:00,3.3904,411.27,16.4119,62.85
2020-08-20 01:23:00,3.3891,411.22,16.424,62.84
2020-08-20 01:24:00,3.3845,410.94,16.3717,62.67
2020-08-20 01:25:00,3.3879,411.25,16.3863,62.71
2020-08-20 01:26:00,3.3893,411.51,16.4355,62.72
2020-08-20 01:27:00,3.3896,411.44,16.4179,62.71
2020-08-20 01:28:00,3.3908,411.47,16.4149,62.69
2020-08-20 01:29:00,3.3847,410.79,16.397,62.51
2020-08-20 01:30:00,3.3919,411.19,16.418,62.62
2020-08-20 01:31:00,3.3981,411.56,16.4351,62.76
2020-08-20 01:32:00,3.397,411.41,16.4166,62.81
2020-08-20 01:33:00,3.3969,411.24,16.4206,62.76
2020-08-20 01:34:00,3.3942,411.15,16.4096,62.73
2020-08-20 01:35:00,3.3975,411.67,16.4213,62.8
2020-08-20 01:36:00,3.3932,411.39,16.3775,62.75
2020-08-20 01:37:00,3.393,411.16,16.3694,62.75
2020-08-20 01:38:00,3.3995,411.48,16.4032,62.8
2020-08-20 01:39:00,3.4033,411.27,16.3818,62.81
2020-08-20 01:40:00,3.4061,411.36,16.3995,62.81
2020-08-20 01:41:00,3.4112,411.65,16.382,62.93
2020-08-20 01:42:00,3.4187,411.85,16.4262,63.01
2020-08-20 01:43:00,3.4334,412.56,16.4565,63.27
2020-08-20 01:44:00,3.4358,412.61,16.4493,63.27
2020-08-20 01:45:00,3.4436,413.11,16.477,63.37
2020-08-20 01:46:00,3.4462,412.7,16.4766,63.4
2020-08-20 01:47:00,3.4375,412.16,16.4845,63.33
2020-08-20 01:48:00,3.4301,411.78,16.4394,63.24
2020-08-20 01:49:00,3.4324,411.49,16.4369,63.27
2020-08-20 01:50:00,3.429,411.29,16.4147,63.13
2020-08-20 01:51:00,3.4228,410.67,16.3882,63.08
2020-08-20 01:52:00,3.4229,410.49,16.3962,63.07
2020-08-20 01:53:00,3.4273,410.6,16.3913,63.14
2020-08-20 01:54:00,3.424,410.4,16.3832,63.16
2020-08-20 01:55:00,3.4254,410.72,16.4208,63.14
2020-08-20 01:56:00,3.4193,410.39,16.3992,63.13
2020-08-20 01:57:00,3.42,410.65,16.4405,63.16
2020-08-20 01:58:00,3.4164,410.49,16.437,63.15
2020-08-20 01:59:00,3.4155,410.18,16.4479,63.14
2020-08-20 02:00:00,3.4199,410.64,16.4477,63.1
2020-08-20 02:01:00,3.4246,411.14,16.4516,63.12
2020-08-20 02:02:00,3.421,410.82,16.4769,63.09
2020-08-20 02:03:00,3.421,411.15,16.4775,63.08
2020-08-20 02:04:00,3.4217,410.8,16.4871,63.09
2020-08-20 02:05:00,3.416,410.63,16.5115,63.05
2020-08-20 02:06:00,3.413,410.37,16.5265,63.03
2020-08-20 02:07:00,3.4127,409.97,16.5863,63.05
2020-08-20 02:08:00,3.4097,409.77,16.5632,63.05
2020-08-20 02:09:00,3.4069,409.59,16.5978,63.01
2020-08-20 02:10:00,3.4166,410.43,16.5556,63.04
2020-08-20 02:11:00,3.4151,410.58,16.5555,63.07
2020-08-20 02:12:00,3.4192,410.75,16.6021,63.14
2020-08-20 02:13:00,3.4104,410.09,16.5087,63.1
2020-08-20 02:14:00,3.4145,410.71,16.5569,63.11
2020-08-20 02:15:00,3.4117,410.22,16.578,63.09
2020-08-20 02:16:00,3.4134,410.6,16.585,63.07
2020-08-20 02:17:00,3.4151,410.63,16.589,63.05
2020-08-20 02:18:00,3.4103,410.52,16.59,63.01
2020-08-20 02:19:00,3.4063,410.01,16.6001,62.94
2020-08-20 02:20:00,3.4025,409.8,16.623,62.91
2020-08-20 02:21:00,3.4003,409.77,16.5942,62.82
2020-08-20 02:22:00,3.4011,409.41,16.5484,62.84
2020-08-20 02:23:00,3.4015,409.04,16.5568,62.81
2020-08-20 02:24:00,3.4028,409.21,16.5549,62.83
2020-08-20 02:25:00,3.4017,409.31,16.5505,62.85
2020-08-20 02:26:00,3.4037,409.59,16.5679,62.91
2020-08-20 02:27:00,3.3999,409.35,16.5549,62.85
2020-08-20 02:28:00,3.3972,409.09,16.502,62.78
2020-08-20 02:29:00,3.3951,409.11,16.5,62.76
2020-08-20 02:30:00,3.394,408.92,16.5055,62.77
2020-08-20 02:31:00,3.3998,408.96,16.4736,62.78
2020-08-20 02:32:00,3.3973,409.04,16.4937,62.83
2020-08-20 02:33:00,3.3921,408.91,16.5018,62.81
2020-08-20 02:34:00,3.3909,409.19,16.4945,62.81
2020-08-20 02:35:00,3.3933,409.48,16.5297,62.9
2020-08-20 02:36:00,3.392,409.31,16.5362,62.94
2020-08-20 02:37:00,3.391,409.34,16.5454,62.96
2020-08-20 02:38:00,3.3965,409.64,16.5661,63.03
2020-08-20 02:39:00,3.3975,409.7,16.6151,63.04
2020-08-20 02:40:00,3.3973,409.53,16.6297,63.02
2020-08-20 02:41:00,3.3935,409.27,16.6136,62.91
2020-08-20 02:42:00,3.388,408.71,16.628,62.87
2020-08-20 02:43:00,3.3867,408.44,16.6002,62.83
2020-08-20 02:44:00,3.3915,408.32,16.5924,62.85
2020-08-20 02:45:00,3.3885,408.23,16.57,62.83
2020-08-20 02:46:00,3.3889,407.82,16.5451,62.76
2020-08-20 02:47:00,3.3886,407.94,16.5529,62.58
2020-08-20 02:48:00,3.3856,407.83,16.5417,62.45
2020-08-20 02:49:00,3.384,407.67,16.4878,62.51
2020-08-20 02:50:00,3.3802,407.54,16.4425,62.31
2020-08-20 02:51:00,3.3786,407.3,16.45,62.17
2020-08-20 02:52:00,3.3708,406.7,16.4242,62.0
2020-08-20 02:53:00,3.3839,407.73,16.4687,62.34
2020-08-20 02:54:00,3.383,407.29,16.4546,62.34
2020-08-20 02:55:00,3.3867,407.55,16.4567,62.39
2020-08-20 02:56:00,3.3864,407.64,16.4628,62.46
2020-08-20 02:57:00,3.387,407.96,16.4603,62.47
2020-08-20 02:58:00,3.39,408.07,16.4539,62.53
2020-08-20 02:59:00,3.3876,408.06,16.4531,62.51
2020-08-20 03:00:00,3.3884,408.31,16.4621,62.57
2020-08-20 03:01:00,3.3876,408.06,16.4605,62.46
2020-08-20 03:02:00,3.3839,407.74,16.4638,62.39
2020-08-20 03:03:00,3.3808,407.21,16.4526,62.27
2020-08-20 03:04:00,3.3795,406.48,16.4076,62.19
2020-08-20 03:05:00,3.3763,406.57,16.3842,62.19
2020-08-20 03:06:00,3.3765,406.98,16.3944,62.22
2020-08-20 03:07:00,3.3814,406.89,16.3575,62.24
2020-08-20 03:08:00,3.3847,407.1,16.3934,62.4
2020-08-20 03:09:00,3.3852,406.83,16.3876,62.33
2020-08-20 03:10:00,3.3822,406.44,16.3978,62.25
2020-08-20 03:11:00,3.387,407.0,16.4032,62.36
2020-08-20 03:12:00,3.394,407.88,16.4526,62.56
2020-08-20 03:13:00,3.3944,407.85,16.4706,62.59
2020-08-20 03:14:00,3.3948,407.92,16.4568,62.58
2020-08-20 03:15:00,3.3939,408.31,16.4742,62.57
2020-08-20 03:16:00,3.3967,408.39,16.4881,62.64
2020-08-20 03:17:00,3.3932,408.04,16.4322,62.6
2020-08-20 03:18:00,3.3962,408.17,16.412,62.66
2020-08-20 03:19:00,3.3929,408.07,16.4314,62.59
2020-08-20 03:20:00,3.3967,407.98,16.4612,62.57
2020-08-20 03:21:00,3.3937,408.04,16.469,62.46
2020-08-20 03:22:00,3.3946,408.2,16.4659,62.48
2020-08-20 03:23:00,3.3921,408.38,16.4771,62.5
2020-08-20 03:24:00,3.3967,408.8,16.5075,62.59
2020-08-20 03:25:00,3.4042,409.49,16.5779,62.72
2020-08-20 03:26:00,3.4,409.51,16.5645,62.7
2020-08-20 03:27:00,3.3973,409.11,16.5337,62.57
2020-08-20 03:28:00,3.3961,409.0,16.546,62.58
2020-08-20 03:29:00,3.3944,409.1,16.52,62.57
2020-08-20 03:30:00,3.3931,408.77,16.4951,62.6
2020-08-20 03:31:00,3.3902,408.89,16.5044,62.58
2020-08-20 03:32:00,3.3872,408.44,16.4998,62.41
2020-08-20 03:33:00,3.39,408.48,16.5055,62.49
2020-08-20 03:34:00,3.3847,408.14,16.5002,62.43
2020-08-20 03:35:00,3.3888,408.32,16.5112,62.41
2020-08-20 03:36:00,3.3849,407.79,16.5024,62.29
2020-08-20 03:37:00,3.3854,407.68,16.5,62.34
2020-08-20 03:38:00,3.3847,407.69,16.4976,62.27
2020-08-20 03:39:00,3.3832,407.66,16.4893,62.27
2020-08-20 03:40:00,3.3847,407.56,16.4954,62.27
2020-08-20 03:41:00,3.3822,407.62,16.4594,62.28
2020-08-20 03:42:00,3.3808,407.61,16.4295,62.26
2020-08-20 03:43:00,3.3737,407.19,16.403,62.17
2020-08-20 03:44:00,3.3731,407.12,16.3908,62.14
2020-08-20 03:45:00,3.3718,407.15,16.3833,62.15
2020-08-20 03:46:00,3.3712,407.07,16.423,62.18
2020-08-20 03:47:00,3.371,406.92,16.3651,62.14
2020-08-20 03:48:00,3.3742,407.05,16.3686,62.12
2020-08-20 03:49:00,3.3808,407.53,16.4189,62.19
2020-08-20 03:50:00,3.3842,407.69,16.4025,62.26
2020-08-20 03:51:00,3.3819,408.0,16.4082,62.34
2020-08-20 03:52:00,3.3822,407.71,16.3901,62.37
2020-08-20 03:53:00,3.3794,407.37,16.3708,62.21
2020-08-20 03:54:00,3.3788,407.27,16.3383,62.24
2020-08-20 03:55:00,3.3734,407.14,16.31,62.16
2020-08-20 03:56:00,3.3738,407.05,16.2623,62.22
2020-08-20 03:57:00,3.3747,406.98,16.2494,62.15
2020-08-20 03:58:00,3.371,406.74,16.1964,62.0
2020-08-20 03:59:00,3.3736,406.96,16.2426,62.09
2020-08-20 04:00:00,3.3785,407.13,16.2741,62.2
2020-08-20 04:01:00,3.3739,406.51,16.2371,62.1
2020-08-20 04:02:00,3.3722,406.08,16.1908,62.06
2020-08-20 04:03:00,3.3641,405.49,16.1905,61.9
2020-08-20 04:04:00,3.3661,405.43,16.1388,61.83
2020-08-20 04:05:00,3.3696,406.13,16.1855,61.9
2020-08-20 04:06:00,3.3753,406.57,16.2,62.13
2020-08-20 04:07:00,3.3746,406.32,16.1985,62.02
2020-08-20 04:08:00,3.3713,406.13,16.2136,62.01
2020-08-20 04:09:00,3.3722,406.58,16.2678,62.01
2020-08-20 04:10:00,3.3775,406.85,16.283,62.16
2020-08-20 04:11:00,3.3805,406.89,16.2988,62.23
2020-08-20 04:12:00,3.3808,407.0,16.325,62.24
2020-08-20 04:13:00,3.3828,407.0,16.3086,62.28
2020-08-20 04:14:00,3.3833,407.06,16.3104,62.28
2020-08-20 04:15:00,3.3808,406.85,16.2707,62.26
2020-08-20 04:16:00,3.3833,407.11,16.3243,62.38
2020-08-20 04:17:00,3.3896,407.38,16.3304,62.41
2020-08-20 04:18:00,3.3899,407.42,16.354,62.46
2020-08-20 04:19:00,3.3946,407.34,16.3139,62.33
2020-08-20 04:20:00,3.3907,407.13,16.3293,62.3
2020-08-20 04:21:00,3.391,407.15,16.3453,62.31
2020-08-20 04:22:00,3.3846,406.6,16.3215,62.24
2020-08-20 04:23:00,3.3884,406.72,16.3241,62.31
2020-08-20 04:24:00,3.3891,406.91,16.3904,62.46
2020-08-20 04:25:00,3.3979,407.76,16.4099,62.61
2020-08-20 04:26:00,3.3959,407.7,16.3947,62.58
2020-08-20 04:27:00,3.3974,407.5,16.4,62.54
2020-08-20 04:28:00,3.393,407.14,16.3657,62.45
2020-08-20 04:29:00,3.3962,407.12,16.3691,62.43
2020-08-20 04:30:00,3.3933,406.82,16.3489,62.43
2020-08-20 04:31:00,3.3919,406.86,16.3522,62.45
2020-08-20 04:32:00,3.3944,406.89,16.3884,62.41
2020-08-20 04:33:00,3.4047,407.8,16.4242,62.59
2020-08-20 04:34:00,3.401,407.65,16.3985,62.65
2020-08-20 04:35:00,3.4034,407.64,16.4243,62.71
2020-08-20 04:36:00,3.4048,407.87,16.4278,62.7
2020-08-20 04:37:00,3.403,408.0,16.4229,62.72
2020-08-20 04:38:00,3.4054,408.23,16.3979,62.72
2020-08-20 04:39:00,3.4069,408.28,16.3945,62.73
2020-08-20 04:40:00,3.4008,408.15,16.3474,62.73
2020-08-20 04:41:00,3.3982,407.61,16.3307,62.56
2020-08-20 04:42:00,3.3955,407.23,16.3404,62.59
2020-08-20 04:43:00,3.3902,406.15,16.3022,62.48
2020-08-20 04:44:00,3.3879,405.41,16.317,62.46
2020-08-20 04:45:00,3.3812,404.83,16.2887,62.37
2020-08-20 04:46:00,3.3791,404.32,16.2926,62.33
2020-08-20 04:47:00,3.379,404.53,16.2895,62.26
2020-08-20 04:48:00,3.3845,405.28,16.302,62.38
2020-08-20 04:49:00,3.381,404.85,16.2621,62.32
2020-08-20 04:50:00,3.3817,404.94,16.295,62.34
2020-08-20 04:51:00,3.3814,405.01,16.3005,62.3
2020-08-20 04:52:00,3.3816,404.9,16.2919,62.35
2020-08-20 04:53:00,3.3759,404.5,16.25,62.15
2020-08-20 04:54:00,3.3739,404.37,16.2281,62.14
2020-08-20 04:55:00,3.3756,404.21,16.2449,62.17
2020-08-20 04:56:00,3.3803,404.49,16.2666,62.16
2020-08-20 04:57:00,3.3839,405.21,16.321,62.33
2020-08-20 04:58:00,3.3882,405.42,16.3359,62.35
2020-08-20 04:59:00,3.3876,405.23,16.3026,62.35
2020-08-20 05:00:00,3.3835,404.98,16.3063,62.32
2020-08-20 05:01:00,3.3865,405.03,16.3025,62.34
2020-08-20 05:02:00,3.3842,404.82,16.3151,62.3
2020-08-20 05:03:00,3.3795,404.33,16.3131,62.24
2020-08-20 05:04:00,3.3748,403.86,16.2737,62.17
2020-08-20 05:05:00,3.3762,403.81,16.2955,62.11
2020-08-20 05:06:00,3.3769,403.69,16.2703,62.06
2020-08-20 05:07:00,3.3752,403.39,16.256,62.08
2020-08-20 05:08:00,3.3731,403.01,16.2206,62.05
2020-08-20 05:09:00,3.3698,402.91,16.1811,61.92
2020-08-20 05:10:00,3.3683,403.22,16.207,61.92
2020-08-20 05:11:00,3.3708,403.58,16.2407,62.06
2020-08-20 05:12:00,3.3701,403.49,16.2384,61.96
2020-08-20 05:13:00,3.3678,403.48,16.2408,61.96
2020-08-20 05:14:00,3.3606,403.01,16.1833,61.85
2020-08-20 05:15:00,3.3607,403.0,16.1933,61.86
2020-08-20 05:16:00,3.3642,403.43,16.2178,61.92
2020-08-20 05:17:00,3.3666,404.06,16.2297,62.02
2020-08-20 05:18:00,3.3687,404.48,16.2216,62.08
2020-08-20 05:19:00,3.3706,404.87,16.2872,62.12
2020-08-20 05:20:00,3.371,404.7,16.2897,62.1
2020-08-20 05:21:00,3.3719,404.64,16.2806,62.11
2020-08-20 05:22:00,3.3651,404.31,16.26,62.02
2020-08-20 05:23:00,3.3643,403.91,16.2599,61.95
2020-08-20 05:24:00,3.3615,403.4,16.2179,61.88
2020-08-20 05:25:00,3.363,403.58,16.2498,61.91
2020-08-20 05:26:00,3.3672,403.93,16.265,62.07
2020-08-20 05:27:00,3.3714,404.35,16.3066,62.12
2020-08-20 05:28:00,3.3701,404.35,16.3041,62.14
2020-08-20 05:29:00,3.374,404.82,16.3562,62.21
2020-08-20 05:30:00,3.3742,404.66,16.3468,62.22
2020-08-20 05:31:00,3.3781,404.71,16.3453,62.28
2020-08-20 05:32:00,3.3786,404.76,16.3325,62.27
2020-08-20 05:33:00,3.3746,404.21,16.29,62.19
2020-08-20 05:34:00,3.3773,404.7,16.2951,62.21
2020-08-20 05:35:00,3.3808,404.91,16.2987,62.18
2020-08-20 05:36:00,3.3807,404.97,16.2845,62.15
2020-08-20 05:37:00,3.3761,404.88,16.2634,62.04
2020-08-20 05:38:00,3.3753,404.66,16.2292,62.04
2020-08-20 05:39:00,3.376,404.7,16.2334,62.06
2020-08-20 05:40:00,3.3739,404.63,16.2301,62.09
2020-08-20 05:41:00,3.3678,404.31,16.2121,62.01
2020-08-20 05:42:00,3.3659,404.04,16.1944,61.97
2020-08-20 05:43:00,3.3663,404.28,16.2102,61.99
2020-08-20 05:44:00,3.3664,404.53,16.2504,61.98
2020-08-20 05:45:00,3.367,404.65,16.248,62.0
2020-08-20 05:46:00,3.3657,404.54,16.2072,61.98
2020-08-20 05:47:00,3.3658,404.65,16.2293,61.99
2020-08-20 05:48:00,3.3698,404.86,16.2217,62.05
2020-08-20 05:49:00,3.3713,404.96,16.2134,62.05
2020-08-20 05:50:00,3.3707,404.87,16.251,62.04
2020-08-20 05:51:00,3.3704,404.68,16.2416,62.02
2020-08-20 05:52:00,3.3694,404.56,16.2325,62.05
2020-08-20 05:53:00,3.37,404.85,16.212,62.07
2020-08-20 05:54:00,3.37,404.95,16.2497,62.08
2020-08-20 05:55:00,3.371,404.99,16.2076,62.06
2020-08-20 05:56:00,3.3715,405.07,16.1851,62.03
2020-08-20 05:57:00,3.372,405.23,16.1675,61.98
2020-08-20 05:58:00,3.37,405.0,16.1459,61.88
2020-08-20 05:59:00,3.3669,404.21,16.0135,61.8
2020-08-20 06:00:00,3.3649,404.25,16.0646,61.77
2020-08-20 06:01:00,3.3637,404.24,16.0942,61.77
2020-08-20 06:02:00,3.363,404.18,16.1233,61.77
2020-08-20 06:03:00,3.3646,404.08,16.0543,61.8
2020-08-20 06:04:00,3.3576,403.36,16.0017,61.6
2020-08-20 06:05:00,3.3561,403.11,15.9554,61.56
2020-08-20 06:06:00,3.3506,402.52,15.9492,61.54
2020-08-20 06:07:00,3.3633,404.2,16.0603,61.77
2020-08-20 06:08:00,3.3726,405.28,16.111,61.92
2020-08-20 06:09:00,3.3802,405.93,16.15,62.01
2020-08-20 06:10:00,3.3871,406.37,16.2064,62.19
2020-08-20 06:11:00,3.3952,406.44,16.2133,62.23
2020-08-20 06:12:00,3.3985,407.04,16.2507,62.34
2020-08-20 06:13:00,3.3978,406.72,16.2683,62.4
2020-08-20 06:14:00,3.4003,406.98,16.2554,62.45
2020-08-20 06:15:00,3.4002,407.13,16.2665,62.4
2020-08-20 06:16:00,3.4009,406.73,16.3,62.41
2020-08-20 06:17:00,3.4098,406.98,16.3111,62.43
2020-08-20 06:18:00,3.4103,406.97,16.367,62.5
2020-08-20 06:19:00,3.4139,406.8,16.3604,62.52
2020-08-20 06:20:00,3.4137,406.8,16.423,62.54
2020-08-20 06:21:00,3.4136,406.93,16.4491,62.71
2020-08-20 06:22:00,3.4122,406.9,16.38,62.63
2020-08-20 06:23:00,3.41,406.75,16.4436,62.7
2020-08-20 06:24:00,3.4135,406.9,16.5,62.71
2020-08-20 06:25:00,3.4202,407.99,16.489,62.87
2020-08-20 06:26:00,3.4286,408.3,16.5358,62.96
2020-08-20 06:27:00,3.436,409.06,16.5292,63.08
2020-08-20 06:28:00,3.4243,408.38,16.4693,62.83
2020-08-20 06:29:00,3.4193,408.48,16.45,62.79
2020-08-20 06:30:00,3.4205,408.21,16.4735,62.72
2020-08-20 06:31:00,3.4239,408.52,16.5231,62.73
2020-08-20 06:32:00,3.4187,408.42,16.4985,62.66
2020-08-20 06:33:00,3.4169,408.94,16.5149,62.69
2020-08-20 06:34:00,3.4184,408.67,16.4764,62.63
2020-08-20 06:35:00,3.4148,408.28,16.4615,62.61
2020-08-20 06:36:00,3.4149,408.53,16.4788,62.59
2020-08-20 06:37:00,3.4136,408.4,16.4341,62.54
2020-08-20 06:38:00,3.413,408.41,16.4379,62.58
2020-08-20 06:39:00,3.4147,408.55,16.4349,62.63
2020-08-20 06:40:00,3.4148,408.26,16.4555,62.6
2020-08-20 06:41:00,3.4117,408.27,16.4619,62.63
2020-08-20 06:42:00,3.4139,408.5,16.4982,62.66
2020-08-20 06:43:00,3.4159,408.51,16.5203,62.69
2020-08-20 06:44:00,3.416,408.76,16.5746,62.71
2020-08-20 06:45:00,3.4115,408.66,16.5073,62.65
2020-08-20 06:46:00,3.4113,408.44,16.4734,62.57
2020-08-20 06:47:00,3.4095,407.95,16.4463,62.51
2020-08-20 06:48:00,3.4004,407.15,16.4301,62.36
2020-08-20 06:49:00,3.4053,407.06,16.4638,62.48
2020-08-20 06:50:00,3.4058,406.76,16.4473,62.48
2020-08-20 06:51:00,3.4084,407.17,16.4679,62.55
2020-08-20 06:52:00,3.4087,407.26,16.4586,62.58
2020-08-20 06:53:00,3.4087,407.8,16.4685,62.6
2020-08-20 06:54:00,3.4051,407.51,16.4704,62.59
2020-08-20 06:55:00,3.4042,407.44,16.4663,62.54
2020-08-20 06:56:00,3.4043,407.64,16.509,62.58
2020-08-20 06:57:00,3.4048,407.67,16.5005,62.62
2020-08-20 06:58:00,3.4039,407.78,16.4743,62.62
2020-08-20 06:59:00,3.4009,407.73,16.4362,62.63
2020-08-20 07:00:00,3.4026,407.96,16.4233,62.63
2020-08-20 07:01:00,3.4057,407.96,16.4298,62.68
2020-08-20 07:02:00,3.4075,407.96,16.4553,62.68
2020-08-20 07:03:00,3.4031,407.54,16.4411,62.6
2020-08-20 07:04:00,3.4021,407.13,16.442,62.59
2020-08-20 07:05:00,3.398,406.75,16.4606,62.55
2020-08-20 07:06:00,3.395,406.41,16.4169,62.44
2020-08-20 07:07:00,3.3913,406.16,16.4497,62.39
2020-08-20 07:08:00,3.3909,406.3,16.4218,62.38
2020-08-20 07:09:00,3.3959,406.45,16.4262,62.41
2020-08-20 07:10:00,3.4026,406.8,16.4588,62.49
2020-08-20 07:11:00,3.3991,406.51,16.5412,62.45
2020-08-20 07:12:00,3.3995,406.68,16.5222,62.42
2020-08-20 07:13:00,3.4004,406.74,16.5212,62.44
2020-08-20 07:14:00,3.3968,406.57,16.51,62.43
2020-08-20 07:15:00,3.3934,406.48,16.4834,62.44
2020-08-20 07:16:00,3.3963,406.71,16.4888,62.48
2020-08-20 07:17:00,3.3942,406.64,16.4707,62.45
2020-08-20 07:18:00,3.3957,406.69,16.4784,62.46
2020-08-20 07:19:00,3.3956,406.59,16.45,62.43
2020-08-20 07:20:00,3.4002,406.51,16.4684,62.43
2020-08-20 07:21:00,3.4027,406.96,16.4714,62.47
2020-08-20 07:22:00,3.406,407.37,16.5036,62.54
2020-08-20 07:23:00,3.4071,407.33,16.4795,62.53
2020-08-20 07:24:00,3.4081,407.53,16.5035,62.54
2020-08-20 07:25:00,3.4119,407.74,16.4936,62.55
2020-08-20 07:26:00,3.4121,407.29,16.4828,62.48
2020-08-20 07:27:00,3.4141,407.58,16.4898,62.52
2020-08-20 07:28:00,3.4092,407.01,16.4625,62.48
2020-08-20 07:29:00,3.4076,406.68,16.441,62.45
2020-08-20 07:30:00,3.4075,406.78,16.4352,62.44
2020-08-20 07:31:00,3.4035,406.02,16.3791,62.34
