timestamp,ETH Close
2020-08-20 00:00:00,408.65000000
2020-08-20 00:01:00,410.19000000
2020-08-20 00:02:00,410.66000000
2020-08-20 00:03:00,410.57000000
2020-08-20 00:04:00,411.53000000
2020-08-20 00:05:00,411.72000000
2020-08-20 00:06:00,410.77000000
2020-08-20 00:07:00,410.77000000
2020-08-20 00:08:00,411.00000000
2020-08-20 00:09:00,411.55000000
2020-08-20 00:10:00,411.88000000
2020-08-20 00:11:00,413.06000000
2020-08-20 00:12:00,413.26000000
2020-08-20 00:13:00,412.07000000
2020-08-20 00:14:00,412.99000000
2020-08-20 00:15:00,413.06000000
2020-08-20 00:16:00,412.62000000
2020-08-20 00:17:00,413.12000000
2020-08-20 00:18:00,412.99000000
2020-08-20 00:19:00,412.71000000
2020-08-20 00:20:00,413.53000000
2020-08-20 00:21:00,414.15000000
2020-08-20 00:22:00,414.06000000
2020-08-20 00:23:00,414.57000000
2020-08-20 00:24:00,414.16000000
2020-08-20 00:25:00,414.18000000
2020-08-20 00:26:00,414.40000000
2020-08-20 00:27:00,414.31000000
2020-08-20 00:28:00,413.68000000
2020-08-20 00:29:00,413.09000000
2020-08-20 00:30:00,413.27000000
2020-08-20 00:31:00,413.49000000
2020-08-20 00:32:00,413.57000000
2020-08-20 00:33:00,413.24000000
2020-08-20 00:34:00,412.81000000
2020-08-20 00:35:00,412.32000000
2020-08-20 00:36:00,412.53000000
2020-08-20 00:37:00,412.73000000
2020-08-20 00:38:00,413.15000000
2020-08-20 00:39:00,413.21000000
2020-08-20 00:40:00,412.43000000
2020-08-20 00:41:00,412.52000000
2020-08-20 00:42:00,412.34000000
2020-08-20 00:43:00,412.49000000
2020-08-20 00:44:00,412.33000000
2020-08-20 00:45:00,412.61000000
2020-08-20 00:46:00,412.56000000
2020-08-20 00:47:00,412.75000000
2020-08-20 00:48:00,412.41000000
2020-08-20 00:49:00,412.42000000
2020-08-20 00:50:00,411.37000000
2020-08-20 00:51:00,411.52000000
2020-08-20 00:52:00,411.87000000
2020-08-20 00:53:00,411.35000000
2020-08-20 00:54:00,411.43000000
2020-08-20 00:55:00,411.72000000
2020-08-20 00:56:00,411.75000000
2020-08-20 00:57:00,411.26000000
2020-08-20 00:58:00,411.67000000
2020-08-20 00:59:00,411.79000000
2020-08-20 01:00:00,411.75000000
2020-08-20 01:01:00,412.29000000
2020-08-20 01:02:00,412.25000000
2020-08-20 01:03:00,412.76000000
2020-08-20 01:04:00,413.63000000
2020-08-20 01:05:00,413.30000000
2020-08-20 01:06:00,413.48000000
2020-08-20 01:07:00,413.32000000
2020-08-20 01:08:00,413.03000000
2020-08-20 01:09:00,413.05000000
2020-08-20 01:10:00,413.29000000
2020-08-20 01:11:00,413.21000000
2020-08-20 01:12:00,412.91000000
2020-08-20 01:13:00,412.47000000
2020-08-20 01:14:00,412.72000000
2020-08-20 01:15:00,412.44000000
2020-08-20 01:16:00,412.01000000
2020-08-20 01:17:00,412.07000000
2020-08-20 01:18:00,411.90000000
2020-08-20 01:19:00,411.68000000
2020-08-20 01:20:00,411.71000000
2020-08-20 01:21:00,411.39000000
2020-08-20 01:22:00,411.27000000
2020-08-20 01:23:00,411.22000000
2020-08-20 01:24:00,410.94000000
2020-08-20 01:25:00,411.25000000
2020-08-20 01:26:00,411.51000000
2020-08-20 01:27:00,411.44000000
2020-08-20 01:28:00,411.47000000
2020-08-20 01:29:00,410.79000000
2020-08-20 01:30:00,411.19000000
2020-08-20 01:31:00,411.56000000
2020-08-20 01:32:00,411.41000000
2020-08-20 01:33:00,411.24000000
2020-08-20 01:34:00,411.15000000
2020-08-20 01:35:00,411.67000000
2020-08-20 01:36:00,411.39000000
2020-08-20 01:37:00,411.16000000
2020-08-20 01:38:00,411.48000000
2020-08-20 01:39:00,411.27000000
2020-08-20 01:40:00,411.36000000
2020-08-20 01:41:00,411.65000000
2020-08-20 01:42:00,411.85000000
2020-08-20 01:43:00,412.56000000
2020-08-20 01:44:00,412.61000000
2020-08-20 01:45:00,413.11000000
2020-08-20 01:46:00,412.70000000
2020-08-20 01:47:00,412.16000000
2020-08-20 01:48:00,411.78000000
2020-08-20 01:49:00,411.49000000
2020-08-20 01:50:00,411.29000000
2020-08-20 01:51:00,410.67000000
2020-08-20 01:52:00,410.49000000
2020-08-20 01:53:00,410.60000000
2020-08-20 01:54:00,410.40000000
2020-08-20 01:55:00,410.72000000
2020-08-20 01:56:00,410.39000000
2020-08-20 01:57:00,410.65000000
2020-08-20 01:58:00,410.49000000
2020-08-20 01:59:00,410.18000000
2020-08-20 02:00:00,410.64000000
2020-08-20 02:01:00,411.14000000
2020-08-20 02:02:00,410.82000000
2020-08-20 02:03:00,411.15000000
2020-08-20 02:04:00,410.80000000
2020-08-20 02:05:00,410.63000000
2020-08-20 02:06:00,410.37000000
2020-08-20 02:07:00,409.97000000
2020-08-20 02:08:00,409.77000000
2020-08-20 02:09:00,409.59000000
2020-08-20 02:10:00,410.43000000
2020-08-20 02:11:00,410.58000000
2020-08-20 02:12:00,410.75000000
2020-08-20 02:13:00,410.09000000
2020-08-20 02:14:00,410.71000000
2020-08-20 02:15:00,410.22000000
2020-08-20 02:16:00,410.60000000
2020-08-20 02:17:00,410.63000000
2020-08-20 02:18:00,410.52000000
2020-08-20 02:19:00,410.01000000
2020-08-20 02:20:00,409.80000000
2020-08-20 02:21:00,409.77000000
2020-08-20 02:22:00,409.41000000
2020-08-20 02:23:00,409.04000000
2020-08-20 02:24:00,409.21000000
2020-08-20 02:25:00,409.31000000
2020-08-20 02:26:00,409.59000000
2020-08-20 02:27:00,409.35000000
2020-08-20 02:28:00,409.09000000
2020-08-20 02:29:00,409.11000000
2020-08-20 02:30:00,408.92000000
2020-08-20 02:31:00,408.96000000
2020-08-20 02:32:00,409.04000000
2020-08-20 02:33:00,408.91000000
2020-08-20 02:34:00,409.19000000
2020-08-20 02:35:00,409.48000000
2020-08-20 02:36:00,409.31000000
2020-08-20 02:37:00,409.34000000
2020-08-20 02:38:00,409.64000000
2020-08-20 02:39:00,409.70000000
2020-08-20 02:40:00,409.53000000
2020-08-20 02:41:00,409.27000000
2020-08-20 02:42:00,408.71000000
2020-08-20 02:43:00,408.44000000
2020-08-20 02:44:00,408.32000000
2020-08-20 02:45:00,408.23000000
2020-08-20 02:46:00,407.82000000
2020-08-20 02:47:00,407.94000000
2020-08-20 02:48:00,407.83000000
2020-08-20 02:49:00,407.67000000
2020-08-20 02:50:00,407.54000000
2020-08-20 02:51:00,407.30000000
2020-08-20 02:52:00,406.70000000
2020-08-20 02:53:00,407.73000000
2020-08-20 02:54:00,407.29000000
2020-08-20 02:55:00,407.55000000
2020-08-20 02:56:00,407.64000000
2020-08-20 02:57:00,407.96000000
2020-08-20 02:58:00,408.07000000
2020-08-20 02:59:00,408.06000000
2020-08-20 03:00:00,408.31000000
2020-08-20 03:01:00,408.06000000
2020-08-20 03:02:00,407.74000000
2020-08-20 03:03:00,407.21000000
2020-08-20 03:04:00,406.48000000
2020-08-20 03:05:00,406.57000000
2020-08-20 03:06:00,406.98000000
2020-08-20 03:07:00,406.89000000
2020-08-20 03:08:00,407.10000000
2020-08-20 03:09:00,406.83000000
2020-08-20 03:10:00,406.44000000
2020-08-20 03:11:00,407.00000000
2020-08-20 03:12:00,407.88000000
2020-08-20 03:13:00,407.85000000
2020-08-20 03:14:00,407.92000000
2020-08-20 03:15:00,408.31000000
2020-08-20 03:16:00,408.39000000
2020-08-20 03:17:00,408.04000000
2020-08-20 03:18:00,408.17000000
2020-08-20 03:19:00,408.07000000
2020-08-20 03:20:00,407.98000000
2020-08-20 03:21:00,408.04000000
2020-08-20 03:22:00,408.20000000
2020-08-20 03:23:00,408.38000000
2020-08-20 03:24:00,408.80000000
2020-08-20 03:25:00,409.49000000
2020-08-20 03:26:00,409.51000000
2020-08-20 03:27:00,409.11000000
2020-08-20 03:28:00,409.00000000
2020-08-20 03:29:00,409.10000000
2020-08-20 03:30:00,408.77000000
2020-08-20 03:31:00,408.89000000
2020-08-20 03:32:00,408.44000000
2020-08-20 03:33:00,408.48000000
2020-08-20 03:34:00,408.14000000
2020-08-20 03:35:00,408.32000000
2020-08-20 03:36:00,407.79000000
2020-08-20 03:37:00,407.68000000
2020-08-20 03:38:00,407.69000000
2020-08-20 03:39:00,407.66000000
2020-08-20 03:40:00,407.56000000
2020-08-20 03:41:00,407.62000000
2020-08-20 03:42:00,407.61000000
2020-08-20 03:43:00,407.19000000
2020-08-20 03:44:00,407.12000000
2020-08-20 03:45:00,407.15000000
2020-08-20 03:46:00,407.07000000
2020-08-20 03:47:00,406.92000000
2020-08-20 03:48:00,407.05000000
2020-08-20 03:49:00,407.53000000
2020-08-20 03:50:00,407.69000000
2020-08-20 03:51:00,408.00000000
2020-08-20 03:52:00,407.71000000
2020-08-20 03:53:00,407.37000000
2020-08-20 03:54:00,407.27000000
2020-08-20 03:55:00,407.14000000
2020-08-20 03:56:00,407.05000000
2020-08-20 03:57:00,406.98000000
2020-08-20 03:58:00,406.74000000
